Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
QA Engineer,"Test Automation, JUnit, Selenium",5.1,MS in Software Testing,ISTQB,5.17,29.11,synthetic,NA
Cloud Engineer,"Google Cloud, AWS, Azure",6.1,B.Tech in Computer Science,Azure Fundamentals,7.36,49.13,synthetic,NA
Software Engineer,"Python, C++, Algorithms",0.0,B.Tech in Computer Science,NA,8.21,25.68,synthetic,NA
Software Engineer,"Data Structures, Python, C++",0.0,M.Tech in Computer Science,NA,7.64,21.12,synthetic,NA
Database Administrator,"SQL, MongoDB, PostgreSQL",1.1,BS in Database Management,Oracle Certified DBA,7.72,39.51,synthetic,NA
Product Manager,"Agile, Scrum, User Research",7.6,MBA in Technology Management,Certified Scrum Product Owner,8.21,59.68,synthetic,NA
Software Engineer,"Algorithms, Python, Java",3.0,M.Tech in Computer Science,NA,6.53,19.74,synthetic,NA
Data Scientist,"Python, Machine Learning, Statistics",3.3,BS in Data Science,AWS Machine Learning,6.78,37.49,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",6.9,MS in Artificial Intelligence,AWS Machine Learning,6.13,41.29,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, SOC",8.3,BS in Cybersecurity,CompTIA Security+,8.36,62.63,synthetic,NA
Cloud Engineer,"AWS, Azure, Terraform",1.7,MS in Cloud Computing,AWS Solutions Architect,7.99,43.17,synthetic,NA
DevOps Engineer,"CI/CD, Terraform, Kubernetes",4.5,MS in Cloud Computing,Docker Certified Associate,6.22,36.01,synthetic,NA
Product Manager,"Scrum, User Research, JIRA",6.5,BBA in Product Management,Certified Scrum Product Owner,8.11,56.13,synthetic,NA
Data Scientist,"Machine Learning, Python, R",8.6,PhD in Machine Learning,AWS Machine Learning,6.66,49.78,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",1.5,BS in AI & ML,Google Professional ML Engineer,8.56,47.23,synthetic,NA
Frontend Developer,"JavaScript, Angular, CSS",4.1,BS in Web Development,NA,7.49,30.17,synthetic,NA
Cloud Engineer,"AWS, DevOps, Azure",3.6,MS in Cloud Computing,AWS Solutions Architect,6.17,33.36,synthetic,NA
System Administrator,"Windows Server, Bash Scripting, Networking",3.8,BS in IT Administration,Microsoft Certified Solutions Expert,7.11,41.38,synthetic,NA
Software Engineer,"Algorithms, C++, Java",10.7,B.Tech in Computer Science,NA,6.93,42.19,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",5.9,PhD in AI,Deep Learning Specialization,8.97,61.51,synthetic,NA
Backend Developer,"Spring Boot, Django, Node.js",5.3,B.Tech in Software Engineering,NA,8.95,44.85,synthetic,NA
AI/ML Engineer,"NLP, Computer Vision, TensorFlow",12.9,MS in Deep Learning,Deep Learning Specialization,6.83,61.89,synthetic,NA
Data Scientist,"Statistics, R, Python",4.8,PhD in Machine Learning,AWS Machine Learning,8.31,53.48,synthetic,NA
Software Engineer,"Data Structures, C++, Algorithms",6.8,BS in Software Engineering,NA,8.48,44.84,synthetic,NA
Product Manager,"JIRA, User Research, Agile",0.0,MBA in Technology Management,Certified Scrum Product Owner,6.96,30.68,synthetic,NA
Backend Developer,"Django, Flask, Node.js",2.6,M.Tech in Software Systems,NA,6.28,16.74,synthetic,NA
System Administrator,"Firewall, Windows Server, Linux",5.9,BS in IT Administration,Microsoft Certified Solutions Expert,6.82,44.31,synthetic,NA
System Administrator,"Bash Scripting, Networking, Firewall",9.8,BS in IT Administration,Red Hat Certified Engineer,7.93,62.94,synthetic,NA
Data Scientist,"Statistics, Deep Learning, Machine Learning",1.4,BS in Data Science,TensorFlow Developer,8.07,43.06,synthetic,NA
Cybersecurity Analyst,"Network Security, SIEM, Ethical Hacking",3.2,MS in Information Security,CEH,7.26,41.08,synthetic,NA
Backend Developer,"Flask, Node.js, Django",4.6,M.Tech in Software Systems,NA,5.53,15.74,synthetic,NA
Cloud Engineer,"Terraform, Google Cloud, DevOps",4.3,MS in Cloud Computing,Azure Fundamentals,8.83,56.39,synthetic,NA
QA Engineer,"Selenium, JUnit, Test Automation",10.4,MS in Software Testing,Certified Selenium Tester,5.66,46.28,synthetic,NA
Cloud Engineer,"Google Cloud, Terraform, DevOps",7.4,MS in Cloud Computing,Azure Fundamentals,5.48,37.34,synthetic,NA
Backend Developer,"Flask, Django, Node.js",9.0,M.Tech in Software Systems,NA,7.14,39.62,synthetic,NA
Cloud Engineer,"AWS, DevOps, Google Cloud",6.2,B.Tech in Computer Science,AWS Solutions Architect,7.4,49.7,synthetic,NA
Software Engineer,"Java, Algorithms, Python",4.4,B.Tech in Computer Science,NA,6.87,25.96,synthetic,NA
Product Manager,"JIRA, Agile, User Research",5.3,MBA in Technology Management,Certified Scrum Product Owner,6.42,39.61,synthetic,NA
Software Engineer,"Python, Algorithms, Data Structures",6.2,BS in Software Engineering,NA,5.32,18.06,synthetic,NA
DevOps Engineer,"CI/CD, Docker, Kubernetes",12.0,B.Tech in Information Technology,Docker Certified Associate,8.93,76.44,synthetic,NA
Product Manager,"JIRA, Roadmap Planning, Agile",2.1,MBA in Technology Management,Certified Scrum Product Owner,6.21,29.93,synthetic,NA
Database Administrator,"MongoDB, SQL, MySQL",3.6,MS in Data Engineering,Oracle Certified DBA,9.21,57.68,synthetic,NA
Database Administrator,"MongoDB, PostgreSQL, MySQL",0.9,BS in Database Management,AWS Database Specialty,5.53,21.49,synthetic,NA
Software Engineer,"Python, Data Structures, Java",7.6,B.Tech in Computer Science,NA,7.75,41.0,synthetic,NA
Frontend Developer,"React, Angular, Vue.js",7.4,BS in Web Development,NA,6.84,33.22,synthetic,NA
Embedded Software Engineer,"C++, RTOS, C",4.7,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.66,48.03,synthetic,NA
Software Engineer,"C++, Python, Algorithms",1.8,B.Tech in Computer Science,NA,8.46,32.18,synthetic,NA
Embedded Software Engineer,"RTOS, IoT, C++",9.1,MS in IoT,ARM Certified Embedded Developer,8.59,66.47,synthetic,NA
Cloud Engineer,"DevOps, AWS, Azure",4.8,MS in Cloud Computing,Azure Fundamentals,6.63,40.04,synthetic,NA
Database Administrator,"SQL, Database Optimization, MongoDB",1.5,BS in Database Management,AWS Database Specialty,8.63,47.79,synthetic,NA
Software Engineer,"Algorithms, Data Structures, C++",6.5,B.Tech in Computer Science,NA,8.22,42.01,synthetic,NA
System Administrator,"Windows Server, Linux, Networking",10.3,BS in IT Administration,Red Hat Certified Engineer,8.29,67.07,synthetic,NA
Embedded Software Engineer,"Microcontrollers, C, RTOS",2.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.62,49.71,synthetic,NA
Cloud Engineer,"Terraform, DevOps, AWS",10.3,MS in Cloud Computing,Azure Fundamentals,8.58,69.39,synthetic,NA
Frontend Developer,"React, CSS, Vue.js",0.0,BS in Web Development,NA,6.22,9.76,synthetic,NA
QA Engineer,"Test Automation, JUnit, Bug Tracking",1.0,B.Tech in Computer Science,ISTQB,8.72,47.26,synthetic,NA
Full Stack Developer,"React, Django, Express",3.6,B.Tech in Computer Applications,NA,7.33,27.64,synthetic,NA
Product Manager,"Scrum, Agile, User Research",10.8,MBA in Technology Management,Certified Scrum Product Owner,7.45,61.6,synthetic,NA
Embedded Software Engineer,"IoT, C++, Microcontrollers",5.9,MS in IoT,ARM Certified Embedded Developer,7.6,50.55,synthetic,NA
Software Engineer,"Data Structures, C++, Python",4.1,B.Tech in Computer Science,NA,5.72,16.01,synthetic,NA
DevOps Engineer,"Kubernetes, AWS, Docker",8.0,MS in Cloud Computing,AWS Certified DevOps Engineer,8.97,66.76,synthetic,NA
Product Manager,"Scrum, JIRA, Agile",2.5,MBA in Technology Management,Certified Scrum Product Owner,8.24,47.17,synthetic,NA
AI/ML Engineer,"PyTorch, Reinforcement Learning, NLP",8.0,BS in AI & ML,Deep Learning Specialization,5.68,40.44,synthetic,NA
Frontend Developer,"CSS, JavaScript, React",6.8,BS in Web Development,NA,9.14,50.12,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, SQL",0.0,MBA in Data Analytics,Certified Business Analysis Professional,9.17,48.36,synthetic,NA
Frontend Developer,"CSS, JavaScript, Angular",1.8,BS in Web Development,NA,5.29,6.82,synthetic,NA
QA Engineer,"Bug Tracking, Selenium, Test Automation",11.2,B.Tech in Computer Science,Certified Selenium Tester,6.83,57.64,synthetic,NA
Embedded Software Engineer,"Microcontrollers, RTOS, C",3.9,MS in IoT,ARM Certified Embedded Developer,7.45,44.35,synthetic,NA
Cloud Engineer,"Terraform, Azure, Google Cloud",5.9,MS in Cloud Computing,Azure Fundamentals,7.16,47.03,synthetic,NA
Business Analyst,"Excel, Data Analysis, SQL",11.1,MBA in Data Analytics,Certified Business Analysis Professional,7.59,63.47,synthetic,NA
Frontend Developer,"React, Angular, CSS",1.0,BS in Web Development,NA,8.19,28.02,synthetic,NA
Software Engineer,"Python, Data Structures, C++",10.2,M.Tech in Computer Science,NA,6.25,35.5,synthetic,NA
Backend Developer,"Spring Boot, Flask, GraphQL",0.4,M.Tech in Software Systems,NA,7.34,19.72,synthetic,NA
Cloud Engineer,"Terraform, DevOps, Azure",1.5,B.Tech in Computer Science,Azure Fundamentals,6.69,32.27,synthetic,NA
Embedded Software Engineer,"C++, IoT, Microcontrollers",6.7,MS in IoT,ARM Certified Embedded Developer,5.0,31.75,synthetic,NA
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",8.6,MS in Deep Learning,Google Professional ML Engineer,7.99,60.42,synthetic,NA
Business Analyst,"SQL, Tableau, Data Analysis",7.7,MBA in Data Analytics,Certified Business Analysis Professional,7.14,51.37,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SIEM, SOC",7.2,MS in Information Security,CompTIA Security+,6.63,46.04,synthetic,NA
Backend Developer,"GraphQL, Node.js, Spring Boot",1.3,M.Tech in Software Systems,NA,9.09,35.97,synthetic,NA
Backend Developer,"GraphQL, Node.js, Flask",4.7,M.Tech in Software Systems,NA,8.35,38.55,synthetic,NA
Cloud Engineer,"Google Cloud, DevOps, Azure",5.9,B.Tech in Computer Science,AWS Solutions Architect,8.26,55.83,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, NLP",3.5,PhD in AI,Google Professional ML Engineer,9.17,57.11,synthetic,NA
Frontend Developer,"Vue.js, React, JavaScript",3.7,BS in Web Development,NA,7.93,32.69,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, SQL",8.1,MBA in Data Analytics,Certified Business Analysis Professional,6.79,49.57,synthetic,NA
Full Stack Developer,"MongoDB, Express, React",4.4,B.Tech in Computer Applications,NA,7.05,27.4,synthetic,NA
Data Scientist,"Python, Deep Learning, Statistics",7.8,MS in Artificial Intelligence,AWS Machine Learning,8.71,64.18,synthetic,NA
Database Administrator,"SQL, Database Optimization, MongoDB",4.7,BS in Database Management,Oracle Certified DBA,7.54,47.07,synthetic,NA
Data Scientist,"Python, Statistics, Machine Learning",2.4,PhD in Machine Learning,TensorFlow Developer,8.03,45.24,synthetic,NA
System Administrator,"Linux, Windows Server, Networking",7.8,BS in IT Administration,Microsoft Certified Solutions Expert,7.5,54.5,synthetic,NA
Full Stack Developer,"React, MongoDB, Django",8.1,B.Tech in Computer Applications,NA,8.35,47.05,synthetic,NA
System Administrator,"Networking, Firewall, Linux",4.7,BS in IT Administration,Red Hat Certified Engineer,6.38,37.79,synthetic,NA
System Administrator,"Linux, Bash Scripting, Firewall",7.8,BS in IT Administration,Microsoft Certified Solutions Expert,5.0,34.5,synthetic,NA
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM",0.0,MS in Information Security,CEH,5.0,15.0,synthetic,NA
Product Manager,"User Research, Scrum, Agile",5.3,MBA in Technology Management,Certified Scrum Product Owner,7.69,49.77,synthetic,NA
System Administrator,"Networking, Bash Scripting, Windows Server",5.8,BS in IT Administration,Microsoft Certified Solutions Expert,7.11,46.38,synthetic,NA
Full Stack Developer,"Django, React, Node.js",1.8,B.Tech in Computer Applications,NA,9.6,41.3,synthetic,NA
DevOps Engineer,"Docker, Kubernetes, AWS",4.4,MS in Cloud Computing,AWS Certified DevOps Engineer,8.02,50.16,synthetic,NA
Frontend Developer,"Vue.js, React, JavaScript",0.7,MS in UI/UX Design,NA,9.54,38.07,synthetic,NA
AI/ML Engineer,"TensorFlow, Reinforcement Learning, Computer Vision",3.6,MS in Deep Learning,Google Professional ML Engineer,5.83,30.64,synthetic,NA
Backend Developer,"Flask, Django, Node.js",4.7,M.Tech in Software Systems,NA,8.26,37.83,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, Python",3.8,PhD in Machine Learning,TensorFlow Developer,7.67,45.86,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, Excel",9.0,MBA in Data Analytics,Certified Business Analysis Professional,5.96,45.18,synthetic,NA
Data Scientist,"Machine Learning, Python, Deep Learning",1.7,BS in Data Science,TensorFlow Developer,8.87,50.21,synthetic,NA
Full Stack Developer,"MongoDB, Express, Node.js",9.9,B.Tech in Computer Applications,NA,9.32,59.31,synthetic,NA
Business Analyst,"Stakeholder Management, Excel, SQL",1.4,BBA in Business Analytics,Certified Business Analysis Professional,6.93,33.94,synthetic,NA
QA Engineer,"Selenium, Test Automation, JUnit",2.0,B.Tech in Computer Science,Certified Selenium Tester,6.87,34.96,synthetic,NA
AI/ML Engineer,"TensorFlow, NLP, Reinforcement Learning",2.5,PhD in AI,Google Professional ML Engineer,5.03,21.49,synthetic,NA
System Administrator,"Networking, Windows Server, Firewall",6.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.68,61.69,synthetic,NA
System Administrator,"Networking, Linux, Bash Scripting",1.4,BS in IT Administration,Red Hat Certified Engineer,8.23,44.34,synthetic,NA
Business Analyst,"Data Analysis, Tableau, Excel",1.1,MBA in Data Analytics,Certified Business Analysis Professional,6.48,29.59,synthetic,NA
Embedded Software Engineer,"Microcontrollers, IoT, C",6.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.46,59.18,synthetic,NA
Backend Developer,"Flask, Node.js, Django",1.4,B.Tech in Software Engineering,NA,7.44,23.02,synthetic,NA
Database Administrator,"MySQL, MongoDB, Database Optimization",2.1,MS in Data Engineering,Oracle Certified DBA,6.67,33.61,synthetic,NA
Business Analyst,"Excel, SQL, Data Analysis",6.6,MBA in Data Analytics,Certified Business Analysis Professional,7.14,48.62,synthetic,NA
Product Manager,"Agile, Roadmap Planning, JIRA",6.4,BBA in Product Management,Certified Scrum Product Owner,5.29,33.32,synthetic,NA
Software Engineer,"Algorithms, Python, Data Structures",5.5,M.Tech in Computer Science,NA,7.4,32.95,synthetic,NA
Embedded Software Engineer,"C, Microcontrollers, C++",5.6,MS in IoT,ARM Certified Embedded Developer,9.89,68.12,synthetic,NA
System Administrator,"Networking, Bash Scripting, Firewall",0.6,BS in IT Administration,Microsoft Certified Solutions Expert,6.66,29.78,synthetic,NA
Database Administrator,"MySQL, MongoDB, PostgreSQL",0.1,MS in Data Engineering,AWS Database Specialty,7.81,37.73,synthetic,NA
DevOps Engineer,"CI/CD, Terraform, Docker",4.6,B.Tech in Information Technology,Docker Certified Associate,6.84,41.22,synthetic,NA
Data Scientist,"R, Python, Machine Learning",4.3,MS in Artificial Intelligence,TensorFlow Developer,7.16,43.03,synthetic,NA
Frontend Developer,"CSS, Angular, Vue.js",8.3,BS in Web Development,NA,5.55,25.15,synthetic,NA
QA Engineer,"Test Automation, Selenium, JIRA",3.7,MS in Software Testing,Certified Selenium Tester,7.53,44.49,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, JIRA",3.3,B.Tech in Computer Science,ISTQB,6.55,35.65,synthetic,NA
DevOps Engineer,"CI/CD, AWS, Terraform",4.9,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.94,50.77,synthetic,NA
AI/ML Engineer,"Computer Vision, PyTorch, Reinforcement Learning",6.0,MS in Deep Learning,Google Professional ML Engineer,7.5,50.0,synthetic,NA
Embedded Software Engineer,"IoT, C, C++",1.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.04,35.32,synthetic,NA
Database Administrator,"Database Optimization, MySQL, MongoDB",6.4,MS in Data Engineering,AWS Database Specialty,7.88,54.04,synthetic,NA
AI/ML Engineer,"Computer Vision, PyTorch, Reinforcement Learning",1.8,BS in AI & ML,Google Professional ML Engineer,9.87,58.46,synthetic,NA
Embedded Software Engineer,"IoT, C++, C",3.4,MS in IoT,ARM Certified Embedded Developer,7.87,46.46,synthetic,NA
Data Scientist,"Python, Machine Learning, Statistics",3.2,MS in Artificial Intelligence,TensorFlow Developer,8.83,53.64,synthetic,NA
Business Analyst,"Stakeholder Management, Data Analysis, Tableau",12.3,BBA in Business Analytics,Certified Business Analysis Professional,5.63,50.79,synthetic,NA
Frontend Developer,"Angular, Vue.js, JavaScript",9.6,BS in Web Development,NA,9.51,60.08,synthetic,NA
Product Manager,"JIRA, Roadmap Planning, Agile",4.8,BBA in Product Management,Certified Scrum Product Owner,6.3,37.4,synthetic,NA
AI/ML Engineer,"Computer Vision, PyTorch, Reinforcement Learning",7.0,PhD in AI,Deep Learning Specialization,8.44,60.02,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, Data Analysis",3.1,BBA in Business Analytics,Certified Business Analysis Professional,6.34,33.47,synthetic,NA
Backend Developer,"GraphQL, Node.js, Spring Boot",5.4,M.Tech in Software Systems,NA,6.97,29.26,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, SQL",4.3,BS in Database Management,Oracle Certified DBA,7.26,43.83,synthetic,NA
Frontend Developer,"CSS, Vue.js, JavaScript",3.4,BS in Web Development,NA,7.71,30.18,synthetic,NA
Software Engineer,"Java, Algorithms, C++",0.0,BS in Software Engineering,NA,6.63,13.04,synthetic,NA
Backend Developer,"Flask, Django, GraphQL",0.0,M.Tech in Software Systems,NA,6.15,9.2,synthetic,NA
Embedded Software Engineer,"IoT, C++, Microcontrollers",9.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.62,67.71,synthetic,NA
Full Stack Developer,"Node.js, MongoDB, Django",7.7,B.Tech in Computer Applications,NA,7.79,41.57,synthetic,NA
Database Administrator,"SQL, Database Optimization, MongoDB",6.2,MS in Data Engineering,Oracle Certified DBA,7.21,48.18,synthetic,NA
AI/ML Engineer,"Computer Vision, TensorFlow, NLP",5.1,MS in Deep Learning,Deep Learning Specialization,7.74,49.67,synthetic,NA
AI/ML Engineer,"TensorFlow, Computer Vision, NLP",1.4,MS in Deep Learning,Deep Learning Specialization,7.36,37.38,synthetic,NA
QA Engineer,"JUnit, Test Automation, Selenium",9.8,MS in Software Testing,Certified Selenium Tester,8.96,71.18,synthetic,NA
Cloud Engineer,"Azure, AWS, Terraform",8.5,B.Tech in Computer Science,Azure Fundamentals,8.09,60.97,synthetic,NA
Backend Developer,"Flask, Django, Spring Boot",6.1,B.Tech in Software Engineering,NA,8.3,41.65,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, MongoDB",1.9,MS in Data Engineering,Oracle Certified DBA,7.71,41.43,synthetic,NA
QA Engineer,"Test Automation, Selenium, JUnit",3.8,MS in Software Testing,Certified Selenium Tester,7.84,47.22,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, SQL",3.1,BBA in Business Analytics,Certified Business Analysis Professional,9.19,56.27,synthetic,NA
Database Administrator,"MongoDB, SQL, MySQL",8.1,MS in Data Engineering,AWS Database Specialty,8.67,64.61,synthetic,NA
Frontend Developer,"CSS, Vue.js, JavaScript",8.0,BS in Web Development,NA,6.77,34.16,synthetic,NA
Cloud Engineer,"Azure, Terraform, Google Cloud",1.5,MS in Cloud Computing,Azure Fundamentals,6.28,28.99,synthetic,NA
Product Manager,"JIRA, Roadmap Planning, User Research",4.0,BBA in Product Management,Certified Scrum Product Owner,6.78,39.24,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",8.3,MBA in Data Analytics,Certified Business Analysis Professional,6.98,51.59,synthetic,NA
Backend Developer,"Node.js, Flask, Django",1.4,M.Tech in Software Systems,NA,6.64,16.62,synthetic,NA
Full Stack Developer,"Express, Django, React",2.7,MS in Full Stack Development,NA,6.04,15.07,synthetic,NA
Frontend Developer,"CSS, React, JavaScript",2.0,BS in Web Development,NA,7.68,26.44,synthetic,NA
DevOps Engineer,"Docker, Terraform, CI/CD",3.1,MS in Cloud Computing,Docker Certified Associate,8.18,48.19,synthetic,NA
Data Scientist,"Statistics, Machine Learning, Python",6.4,BS in Data Science,AWS Machine Learning,5.49,34.92,synthetic,NA
Cybersecurity Analyst,"SOC, Ethical Hacking, SIEM",3.6,MS in Information Security,CEH,7.0,40.0,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, JUnit",6.3,MS in Software Testing,ISTQB,6.95,46.35,synthetic,NA
Product Manager,"User Research, JIRA, Roadmap Planning",3.0,MBA in Technology Management,Certified Scrum Product Owner,7.01,38.58,synthetic,NA
AI/ML Engineer,"TensorFlow, Reinforcement Learning, Computer Vision",9.7,MS in Deep Learning,Deep Learning Specialization,7.86,62.13,synthetic,NA
Database Administrator,"SQL, Database Optimization, MySQL",3.5,BS in Database Management,Oracle Certified DBA,6.59,36.47,synthetic,NA
Product Manager,"User Research, Agile, JIRA",5.0,MBA in Technology Management,Certified Scrum Product Owner,6.96,43.18,synthetic,NA
Software Engineer,"Java, Algorithms, Data Structures",5.4,BS in Software Engineering,NA,6.52,25.66,synthetic,NA
Embedded Software Engineer,"Microcontrollers, RTOS, IoT",2.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.06,46.48,synthetic,NA
Cybersecurity Analyst,"SOC, Network Security, SIEM",0.0,BS in Cybersecurity,CEH,10.0,55.0,synthetic,NA
DevOps Engineer,"Terraform, AWS, Docker",2.8,MS in Cloud Computing,Docker Certified Associate,7.86,44.88,synthetic,NA
Product Manager,"Roadmap Planning, Scrum, User Research",7.7,BBA in Product Management,Certified Scrum Product Owner,7.8,56.65,synthetic,NA
Software Engineer,"Python, C++, Java",1.1,M.Tech in Computer Science,NA,5.04,3.07,synthetic,NA
Software Engineer,"Python, C++, Java",6.7,M.Tech in Computer Science,NA,8.23,42.59,synthetic,NA
System Administrator,"Bash Scripting, Windows Server, Networking",6.2,BS in IT Administration,Red Hat Certified Engineer,6.71,44.18,synthetic,NA
System Administrator,"Linux, Networking, Firewall",6.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.74,53.17,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, Python",7.9,PhD in Machine Learning,AWS Machine Learning,7.09,51.47,synthetic,NA
Data Scientist,"Statistics, Python, Machine Learning",5.2,MS in Artificial Intelligence,AWS Machine Learning,6.54,40.32,synthetic,NA
System Administrator,"Networking, Windows Server, Bash Scripting",5.1,BS in IT Administration,Microsoft Certified Solutions Expert,7.45,47.35,synthetic,NA
QA Engineer,"Selenium, JIRA, Test Automation",0.0,MS in Software Testing,Certified Selenium Tester,8.07,39.56,synthetic,NA
Backend Developer,"Django, GraphQL, Node.js",10.9,M.Tech in Software Systems,NA,8.08,51.89,synthetic,NA
Backend Developer,"Flask, Node.js, Django",1.8,B.Tech in Software Engineering,NA,7.49,24.42,synthetic,NA
Full Stack Developer,"React, Express, MongoDB",12.1,MS in Full Stack Development,NA,8.05,54.65,synthetic,NA
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",4.0,PhD in AI,Deep Learning Specialization,5.33,27.64,synthetic,NA
System Administrator,"Linux, Bash Scripting, Firewall",2.8,MS in Systems Engineering,Red Hat Certified Engineer,7.79,44.32,synthetic,NA
Frontend Developer,"Angular, Vue.js, React",5.4,MS in UI/UX Design,NA,6.57,26.06,synthetic,NA
Data Scientist,"Python, Statistics, Deep Learning",1.3,MS in Artificial Intelligence,AWS Machine Learning,7.15,35.45,synthetic,NA
Product Manager,"Roadmap Planning, Scrum, Agile",2.2,BBA in Product Management,Certified Scrum Product Owner,7.72,42.26,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Azure",0.0,B.Tech in Computer Science,Azure Fundamentals,7.29,33.32,synthetic,NA
Database Administrator,"SQL, PostgreSQL, Database Optimization",7.5,BS in Database Management,AWS Database Specialty,7.03,49.99,synthetic,NA
Full Stack Developer,"React, Django, Express",7.0,MS in Full Stack Development,NA,5.0,17.5,synthetic,NA
Database Administrator,"Database Optimization, PostgreSQL, SQL",7.1,BS in Database Management,AWS Database Specialty,6.08,41.39,synthetic,NA
Embedded Software Engineer,"RTOS, Microcontrollers, C++",4.3,MS in IoT,ARM Certified Embedded Developer,8.54,54.07,synthetic,NA
QA Engineer,"Test Automation, Selenium, Bug Tracking",4.6,MS in Software Testing,ISTQB,8.97,58.26,synthetic,NA
System Administrator,"Windows Server, Firewall, Linux",1.7,MS in Systems Engineering,Red Hat Certified Engineer,7.36,38.13,synthetic,NA
DevOps Engineer,"Terraform, Docker, AWS",8.6,B.Tech in Information Technology,Docker Certified Associate,7.68,57.94,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Azure",8.4,MS in Cloud Computing,AWS Solutions Architect,8.76,66.08,synthetic,NA
Frontend Developer,"CSS, Angular, JavaScript",0.0,MS in UI/UX Design,NA,8.42,27.36,synthetic,NA
Business Analyst,"Excel, Data Analysis, SQL",8.0,BBA in Business Analytics,Certified Business Analysis Professional,8.03,59.24,synthetic,NA
Database Administrator,"MySQL, Database Optimization, MongoDB",6.4,MS in Data Engineering,AWS Database Specialty,6.52,43.16,synthetic,NA
System Administrator,"Windows Server, Linux, Bash Scripting",5.7,BS in IT Administration,Microsoft Certified Solutions Expert,9.66,66.53,synthetic,NA
AI/ML Engineer,"PyTorch, Computer Vision, NLP",1.0,MS in Deep Learning,Deep Learning Specialization,8.15,42.7,synthetic,NA
Cloud Engineer,"AWS, Terraform, Azure",5.5,MS in Cloud Computing,Azure Fundamentals,8.99,60.67,synthetic,NA
Cybersecurity Analyst,"SOC, Ethical Hacking, Network Security",0.8,BS in Cybersecurity,CompTIA Security+,6.36,27.88,synthetic,NA
Cybersecurity Analyst,"SOC, Network Security, Ethical Hacking",2.8,BS in Cybersecurity,CISSP,8.61,50.88,synthetic,NA
Frontend Developer,"CSS, React, Angular",6.5,BS in Web Development,NA,6.93,31.69,synthetic,NA
Full Stack Developer,"React, Express, Node.js",5.3,B.Tech in Computer Applications,NA,5.6,18.05,synthetic,NA
Business Analyst,"Data Analysis, SQL, Stakeholder Management",7.8,MBA in Data Analytics,Certified Business Analysis Professional,8.8,64.9,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MongoDB",5.5,BS in Database Management,Oracle Certified DBA,7.03,44.99,synthetic,NA
Full Stack Developer,"Django, Node.js, MongoDB",3.4,MS in Full Stack Development,NA,8.99,40.42,synthetic,NA
QA Engineer,"Test Automation, JIRA, Bug Tracking",7.1,B.Tech in Computer Science,Certified Selenium Tester,8.7,62.35,synthetic,NA
Frontend Developer,"JavaScript, React, CSS",1.1,MS in UI/UX Design,NA,6.54,15.07,synthetic,NA
Backend Developer,"Django, Node.js, Flask",5.4,M.Tech in Software Systems,NA,6.92,28.86,synthetic,NA
Cybersecurity Analyst,"SOC, Network Security, Penetration Testing",3.8,MS in Information Security,CEH,7.73,46.34,synthetic,NA
Frontend Developer,"Angular, React, Vue.js",7.4,BS in Web Development,NA,8.07,43.06,synthetic,NA
Frontend Developer,"JavaScript, Vue.js, Angular",8.1,MS in UI/UX Design,NA,6.63,33.29,synthetic,NA
QA Engineer,"Selenium, JIRA, Bug Tracking",6.6,MS in Software Testing,ISTQB,6.9,46.7,synthetic,NA
Database Administrator,"SQL, MySQL, Database Optimization",7.2,BS in Database Management,Oracle Certified DBA,7.57,53.56,synthetic,NA
