Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Cloud Engineer,"Terraform, DevOps, Azure",9.0,MS in Cloud Computing,AWS Solutions Architect,9.43,19.89,credible,Company Website
Database Administrator,"SQL, MongoDB, Database Optimization",6.6,MS in Data Engineering,AWS Database Specialty,10.0,20.64,credible,LinkedIn
Embedded Software Engineer,"IoT, C, Microcontrollers",9.5,MS in IoT,ARM Certified Embedded Developer,8.0,15.8,credible,Glassdoor
Data Scientist,"Machine Learning, Deep Learning, Statistics",2.1,BS in Data Science,TensorFlow Developer,7.76,12.12,credible,Company Website
Frontend Developer,"CSS, Angular, React",7.4,MS in UI/UX Design,NA,7.11,9.29,credible,Indeed
Cybersecurity Analyst,"Network Security, Penetration Testing, SOC",3.0,MS in Information Security,CISSP,7.16,10.68,credible,Indeed
Backend Developer,"GraphQL, Node.js, Django",5.8,B.Tech in Software Engineering,NA,8.45,12.67,credible,Indeed
System Administrator,"Windows Server, Bash Scripting, Firewall",4.1,BS in IT Administration,Red Hat Certified Engineer,7.37,11.75,credible,Glassdoor
Product Manager,"Agile, Scrum, Roadmap Planning",8.4,MBA in Technology Management,Certified Scrum Product Owner,6.71,11.49,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, Network Security",6.2,MS in Information Security,CISSP,7.17,11.99,credible,LinkedIn
Full Stack Developer,"Express, Django, MongoDB",6.3,B.Tech in Computer Applications,NA,5.84,5.04,credible,Indeed
DevOps Engineer,"CI/CD, AWS, Kubernetes",10.2,MS in Cloud Computing,AWS Certified DevOps Engineer,7.59,14.85,credible,Indeed
QA Engineer,"JUnit, Bug Tracking, JIRA",9.4,MS in Software Testing,ISTQB,8.97,18.67,credible,LinkedIn
Database Administrator,"PostgreSQL, MongoDB, SQL",6.8,MS in Data Engineering,Oracle Certified DBA,7.25,12.47,credible,Company Website
Business Analyst,"SQL, Excel, Tableau",4.3,MBA in Data Analytics,Certified Business Analysis Professional,8.33,14.71,credible,Glassdoor
Backend Developer,"GraphQL, Spring Boot, Flask",2.6,B.Tech in Software Engineering,NA,7.28,7.88,credible,LinkedIn
AI/ML Engineer,"NLP, TensorFlow, PyTorch",5.5,BS in AI & ML,Google Professional ML Engineer,7.89,13.87,credible,Glassdoor
Backend Developer,"Spring Boot, Flask, Node.js",8.1,B.Tech in Software Engineering,NA,6.37,7.35,credible,Indeed
AI/ML Engineer,"Reinforcement Learning, NLP, TensorFlow",4.7,MS in Deep Learning,Google Professional ML Engineer,9.1,17.18,credible,LinkedIn
Business Analyst,"Data Analysis, Tableau, Stakeholder Management",3.6,BBA in Business Analytics,Certified Business Analysis Professional,9.71,18.57,credible,Indeed
Product Manager,"Agile, Roadmap Planning, User Research",4.8,BBA in Product Management,Certified Scrum Product Owner,7.49,12.39,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Network Security, SOC",4.4,BS in Cybersecurity,CEH,8.56,15.44,credible,Indeed
Product Manager,"JIRA, Scrum, Roadmap Planning",7.2,MBA in Technology Management,Certified Scrum Product Owner,6.58,10.62,credible,Company Website
Data Scientist,"Python, Machine Learning, Statistics",0.0,PhD in Machine Learning,AWS Machine Learning,9.64,16.92,credible,Indeed
Data Scientist,"Statistics, Deep Learning, Python",5.8,BS in Data Science,TensorFlow Developer,8.18,14.86,credible,Glassdoor
Product Manager,"JIRA, Roadmap Planning, User Research",3.0,MBA in Technology Management,Certified Scrum Product Owner,6.64,9.12,credible,Company Website
Embedded Software Engineer,"IoT, C++, Microcontrollers",5.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,9.09,17.47,credible,Company Website
QA Engineer,"JIRA, Bug Tracking, JUnit",1.9,B.Tech in Computer Science,Certified Selenium Tester,7.47,11.17,credible,Company Website
Cloud Engineer,"Azure, DevOps, Google Cloud",0.9,MS in Cloud Computing,Azure Fundamentals,6.75,8.61,credible,Glassdoor
AI/ML Engineer,"TensorFlow, Reinforcement Learning, PyTorch",5.2,PhD in AI,Deep Learning Specialization,6.29,8.95,credible,Indeed
Full Stack Developer,"Django, MongoDB, React",3.5,B.Tech in Computer Applications,NA,7.23,8.09,credible,LinkedIn
Business Analyst,"Data Analysis, Stakeholder Management, Tableau",7.5,MBA in Data Analytics,Certified Business Analysis Professional,6.23,9.69,credible,Glassdoor
Cybersecurity Analyst,"SIEM, Ethical Hacking, Network Security",5.7,BS in Cybersecurity,CEH,7.29,12.15,credible,Company Website
Embedded Software Engineer,"RTOS, Microcontrollers, C",2.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.31,7.73,credible,LinkedIn
Software Engineer,"Java, Data Structures, Python",7.8,M.Tech in Computer Science,NA,8.87,14.73,credible,Glassdoor
Database Administrator,"SQL, Database Optimization, MongoDB",4.7,BS in Database Management,AWS Database Specialty,6.49,9.35,credible,Company Website
Database Administrator,"MongoDB, Database Optimization, PostgreSQL",7.3,MS in Data Engineering,Oracle Certified DBA,7.47,13.33,credible,Company Website
Data Scientist,"Statistics, Python, Deep Learning",5.4,MS in Artificial Intelligence,TensorFlow Developer,6.66,10.14,credible,Glassdoor
Software Engineer,"C++, Java, Python",2.3,BS in Software Engineering,NA,8.04,10.04,credible,Indeed
Cloud Engineer,"Google Cloud, DevOps, Terraform",2.6,MS in Cloud Computing,AWS Solutions Architect,6.76,9.32,credible,Indeed
AI/ML Engineer,"Computer Vision, Reinforcement Learning, NLP",6.8,MS in Deep Learning,Deep Learning Specialization,6.67,10.73,credible,Indeed
Backend Developer,"Node.js, Django, Flask",0.0,M.Tech in Software Systems,NA,7.1,6.3,credible,Company Website
QA Engineer,"Test Automation, Selenium, Bug Tracking",6.4,B.Tech in Computer Science,Certified Selenium Tester,8.38,15.7,credible,Glassdoor
AI/ML Engineer,"NLP, PyTorch, Computer Vision",5.5,PhD in AI,Deep Learning Specialization,7.97,14.11,credible,Glassdoor
Embedded Software Engineer,"C++, C, RTOS",3.4,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.96,7.24,credible,Company Website
Database Administrator,"MongoDB, Database Optimization, PostgreSQL",7.7,MS in Data Engineering,Oracle Certified DBA,9.31,19.01,credible,Glassdoor
Frontend Developer,"JavaScript, Vue.js, CSS",8.6,BS in Web Development,NA,7.01,9.47,credible,LinkedIn
Product Manager,"User Research, Roadmap Planning, JIRA",10.8,MBA in Technology Management,Certified Scrum Product Owner,9.39,20.49,credible,Indeed
Embedded Software Engineer,"RTOS, IoT, Microcontrollers",6.6,MS in IoT,ARM Certified Embedded Developer,7.9,14.34,credible,Glassdoor
Cybersecurity Analyst,"Network Security, Penetration Testing, Ethical Hacking",8.2,BS in Cybersecurity,CompTIA Security+,9.43,19.57,credible,Indeed
Data Scientist,"Python, Deep Learning, Machine Learning",6.9,PhD in Machine Learning,TensorFlow Developer,8.3,15.66,credible,Indeed
Cybersecurity Analyst,"Ethical Hacking, Network Security, Penetration Testing",14.8,BS in Cybersecurity,CompTIA Security+,7.91,17.65,credible,LinkedIn
System Administrator,"Firewall, Linux, Bash Scripting",0.0,BS in IT Administration,Red Hat Certified Engineer,6.96,8.88,credible,Indeed
Database Administrator,"Database Optimization, SQL, MongoDB",4.7,BS in Database Management,AWS Database Specialty,7.99,13.85,credible,LinkedIn
Full Stack Developer,"Django, Express, Node.js",10.7,MS in Full Stack Development,NA,6.98,10.22,credible,Glassdoor
Product Manager,"User Research, JIRA, Scrum",5.6,BBA in Product Management,Certified Scrum Product Owner,9.8,19.64,credible,Company Website
Cloud Engineer,"AWS, DevOps, Google Cloud",3.2,MS in Cloud Computing,Azure Fundamentals,5.76,6.56,credible,LinkedIn
Embedded Software Engineer,"Microcontrollers, IoT, RTOS",4.3,MS in IoT,ARM Certified Embedded Developer,8.13,14.11,credible,Glassdoor
Database Administrator,"SQL, PostgreSQL, MySQL",6.6,MS in Data Engineering,Oracle Certified DBA,8.44,15.96,credible,Glassdoor
Cloud Engineer,"Terraform, Azure, AWS",0.8,MS in Cloud Computing,AWS Solutions Architect,8.69,14.39,credible,Company Website
Frontend Developer,"JavaScript, Angular, CSS",4.2,MS in UI/UX Design,NA,5.43,2.97,credible,Glassdoor
Database Administrator,"MongoDB, SQL, PostgreSQL",7.6,MS in Data Engineering,Oracle Certified DBA,5.45,7.39,credible,Indeed
Full Stack Developer,"Node.js, Django, Express",5.3,MS in Full Stack Development,NA,6.42,6.38,credible,Glassdoor
Cloud Engineer,"Terraform, Google Cloud, AWS",4.3,B.Tech in Computer Science,Azure Fundamentals,9.69,18.79,credible,Glassdoor
DevOps Engineer,"CI/CD, AWS, Kubernetes",6.9,B.Tech in Information Technology,Docker Certified Associate,7.71,13.89,credible,Company Website
QA Engineer,"Selenium, Test Automation, JIRA",8.3,MS in Software Testing,Certified Selenium Tester,9.39,19.49,credible,LinkedIn
Frontend Developer,"React, CSS, JavaScript",10.3,MS in UI/UX Design,NA,6.28,7.96,credible,Glassdoor
Full Stack Developer,"React, MongoDB, Node.js",9.4,MS in Full Stack Development,NA,8.71,14.89,credible,Indeed
Backend Developer,"Django, GraphQL, Node.js",11.4,B.Tech in Software Engineering,NA,5.74,6.78,credible,Glassdoor
AI/ML Engineer,"PyTorch, NLP, Computer Vision",0.0,MS in Deep Learning,Google Professional ML Engineer,6.45,7.35,credible,Indeed
Cybersecurity Analyst,"SOC, Network Security, Ethical Hacking",2.7,MS in Information Security,CEH,10.0,19.08,credible,Indeed
Software Engineer,"Java, Algorithms, C++",5.6,M.Tech in Computer Science,NA,7.47,9.65,credible,Glassdoor
QA Engineer,"JUnit, Bug Tracking, Test Automation",8.1,B.Tech in Computer Science,ISTQB,5.84,8.76,credible,Company Website
DevOps Engineer,"CI/CD, Docker, Kubernetes",6.6,MS in Cloud Computing,AWS Certified DevOps Engineer,6.32,9.6,credible,Company Website
Cybersecurity Analyst,"SOC, Penetration Testing, Ethical Hacking",6.1,MS in Information Security,CEH,7.5,12.94,credible,LinkedIn
Frontend Developer,"Vue.js, CSS, JavaScript",4.5,MS in UI/UX Design,NA,5.67,3.81,credible,LinkedIn
QA Engineer,"JIRA, JUnit, Bug Tracking",2.9,MS in Software Testing,ISTQB,6.95,10.01,credible,Indeed
Database Administrator,"MySQL, MongoDB, PostgreSQL",4.7,BS in Database Management,Oracle Certified DBA,9.51,18.41,credible,Glassdoor
Product Manager,"Agile, User Research, JIRA",6.4,BBA in Product Management,Certified Scrum Product Owner,6.42,9.82,credible,LinkedIn
Software Engineer,"Python, C++, Data Structures",6.8,B.Tech in Computer Science,NA,8.29,12.59,credible,LinkedIn
System Administrator,"Linux, Bash Scripting, Networking",0.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.42,13.26,credible,Company Website
Database Administrator,"PostgreSQL, MongoDB, Database Optimization",3.0,MS in Data Engineering,AWS Database Specialty,8.74,15.42,credible,Company Website
Embedded Software Engineer,"RTOS, Microcontrollers, IoT",7.8,MS in IoT,ARM Certified Embedded Developer,7.11,12.45,credible,Indeed
Data Scientist,"Statistics, Python, R",0.5,PhD in Machine Learning,AWS Machine Learning,8.93,14.99,credible,Indeed
Business Analyst,"SQL, Tableau, Data Analysis",3.8,BBA in Business Analytics,Certified Business Analysis Professional,7.68,12.56,credible,LinkedIn
Product Manager,"Scrum, Agile, Roadmap Planning",3.5,MBA in Technology Management,Certified Scrum Product Owner,6.25,8.15,credible,Glassdoor
Full Stack Developer,"Node.js, React, Express",9.6,B.Tech in Computer Applications,NA,8.85,15.39,credible,Company Website
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",4.4,BS in AI & ML,Deep Learning Specialization,7.13,11.15,credible,Glassdoor
Cloud Engineer,"AWS, DevOps, Terraform",5.0,MS in Cloud Computing,Azure Fundamentals,6.09,8.27,credible,Indeed
Software Engineer,"Data Structures, Algorithms, C++",11.5,BS in Software Engineering,NA,8.56,15.28,credible,Indeed
Cybersecurity Analyst,"SOC, SIEM, Ethical Hacking",6.3,BS in Cybersecurity,CompTIA Security+,6.57,10.23,credible,Indeed
Frontend Developer,"CSS, Vue.js, JavaScript",5.1,MS in UI/UX Design,NA,7.47,9.45,credible,Glassdoor
Embedded Software Engineer,"C, IoT, C++",7.0,MS in IoT,ARM Certified Embedded Developer,8.78,17.14,credible,Glassdoor
Software Engineer,"Python, Algorithms, C++",4.5,M.Tech in Computer Science,NA,6.11,5.13,credible,Company Website
Frontend Developer,"Vue.js, Angular, CSS",9.9,MS in UI/UX Design,NA,7.33,10.95,credible,Glassdoor
Database Administrator,"Database Optimization, MySQL, SQL",2.3,MS in Data Engineering,Oracle Certified DBA,7.61,11.75,credible,Company Website
Data Scientist,"Machine Learning, Deep Learning, Statistics",6.5,PhD in Machine Learning,TensorFlow Developer,8.05,14.75,credible,Company Website
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SIEM",11.6,MS in Information Security,CISSP,8.38,17.78,credible,LinkedIn
AI/ML Engineer,"Reinforcement Learning, NLP, Computer Vision",9.0,MS in Deep Learning,Google Professional ML Engineer,7.65,14.55,credible,Glassdoor
DevOps Engineer,"AWS, Terraform, Docker",0.0,B.Tech in Information Technology,Docker Certified Associate,8.26,12.78,credible,Indeed
Frontend Developer,"Vue.js, React, JavaScript",3.2,BS in Web Development,NA,5.82,3.74,credible,Glassdoor
Database Administrator,"SQL, MySQL, MongoDB",3.1,MS in Data Engineering,AWS Database Specialty,7.98,13.18,credible,Indeed
Product Manager,"Roadmap Planning, Agile, User Research",2.5,MBA in Technology Management,Certified Scrum Product Owner,7.27,10.81,credible,Glassdoor
DevOps Engineer,"Terraform, Docker, AWS",3.8,MS in Cloud Computing,AWS Certified DevOps Engineer,7.74,12.74,credible,Glassdoor
Cloud Engineer,"Terraform, Azure, DevOps",5.7,B.Tech in Computer Science,AWS Solutions Architect,6.27,9.09,credible,Glassdoor
Business Analyst,"SQL, Data Analysis, Excel",6.4,BBA in Business Analytics,Certified Business Analysis Professional,7.63,13.45,credible,Glassdoor
Data Scientist,"Python, Statistics, Deep Learning",6.2,MS in Artificial Intelligence,AWS Machine Learning,8.19,15.05,credible,LinkedIn
DevOps Engineer,"CI/CD, AWS, Docker",9.6,B.Tech in Information Technology,Docker Certified Associate,6.35,10.89,credible,Indeed
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",10.6,BBA in Business Analytics,Certified Business Analysis Professional,7.42,14.5,credible,LinkedIn
Backend Developer,"GraphQL, Spring Boot, Django",9.5,B.Tech in Software Engineering,NA,8.61,14.63,credible,Company Website
System Administrator,"Windows Server, Networking, Bash Scripting",9.2,MS in Systems Engineering,Red Hat Certified Engineer,7.54,14.3,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SIEM",10.3,MS in Information Security,CISSP,7.35,14.17,credible,Indeed
Database Administrator,"MongoDB, PostgreSQL, MySQL",4.7,MS in Data Engineering,Oracle Certified DBA,10.0,19.88,credible,LinkedIn
Embedded Software Engineer,"RTOS, IoT, C++",8.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.84,12.08,credible,Indeed
Software Engineer,"Data Structures, Algorithms, C++",3.4,M.Tech in Computer Science,NA,9.04,13.48,credible,Indeed
Cloud Engineer,"Terraform, DevOps, AWS",1.1,B.Tech in Computer Science,Azure Fundamentals,7.14,9.86,credible,Company Website
Embedded Software Engineer,"C++, RTOS, IoT",3.9,MS in IoT,ARM Certified Embedded Developer,7.43,11.85,credible,Company Website
Frontend Developer,"JavaScript, CSS, Vue.js",4.8,BS in Web Development,NA,6.28,5.76,credible,Indeed
QA Engineer,"Test Automation, Selenium, JUnit",4.7,B.Tech in Computer Science,Certified Selenium Tester,5.0,4.88,credible,Glassdoor
AI/ML Engineer,"PyTorch, Reinforcement Learning, Computer Vision",0.0,PhD in AI,Deep Learning Specialization,7.63,10.89,credible,Indeed
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",1.6,BS in AI & ML,Google Professional ML Engineer,7.56,11.32,credible,LinkedIn
Cybersecurity Analyst,"SOC, SIEM, Ethical Hacking",1.5,MS in Information Security,CISSP,8.01,12.63,credible,Glassdoor
Business Analyst,"Tableau, Excel, Stakeholder Management",6.4,BBA in Business Analytics,Certified Business Analysis Professional,6.64,10.48,credible,Indeed
QA Engineer,"Bug Tracking, Selenium, JIRA",8.6,B.Tech in Computer Science,ISTQB,6.79,11.81,credible,Indeed
Product Manager,"Roadmap Planning, Agile, Scrum",2.4,MBA in Technology Management,Certified Scrum Product Owner,7.9,12.66,credible,Company Website
Database Administrator,"MySQL, PostgreSQL, SQL",7.6,MS in Data Engineering,AWS Database Specialty,6.94,11.86,credible,Indeed
Database Administrator,"Database Optimization, MongoDB, SQL",2.4,BS in Database Management,AWS Database Specialty,6.95,9.81,credible,LinkedIn
AI/ML Engineer,"Computer Vision, PyTorch, TensorFlow",1.6,PhD in AI,Deep Learning Specialization,7.6,11.44,credible,LinkedIn
Embedded Software Engineer,"IoT, Microcontrollers, C++",5.4,MS in IoT,ARM Certified Embedded Developer,9.08,17.4,credible,Company Website
Embedded Software Engineer,"C++, C, RTOS",7.7,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.61,16.91,credible,Company Website
Product Manager,"Agile, Roadmap Planning, Scrum",3.3,MBA in Technology Management,Certified Scrum Product Owner,7.19,10.89,credible,Company Website
Business Analyst,"Tableau, SQL, Stakeholder Management",0.7,MBA in Data Analytics,Certified Business Analysis Professional,5.97,6.19,credible,LinkedIn
AI/ML Engineer,"PyTorch, NLP, TensorFlow",2.0,PhD in AI,Deep Learning Specialization,7.47,11.21,credible,LinkedIn
Software Engineer,"Java, Algorithms, C++",4.0,B.Tech in Computer Science,NA,6.43,5.89,credible,Indeed
Full Stack Developer,"Node.js, React, MongoDB",5.9,B.Tech in Computer Applications,NA,8.08,11.6,credible,LinkedIn
Product Manager,"Agile, JIRA, Scrum",5.2,BBA in Product Management,Certified Scrum Product Owner,6.38,9.22,credible,Indeed
QA Engineer,"JIRA, JUnit, Selenium",6.6,B.Tech in Computer Science,ISTQB,7.11,11.97,credible,Company Website
Frontend Developer,"JavaScript, CSS, Vue.js",0.0,BS in Web Development,NA,10.0,15.0,credible,LinkedIn
Product Manager,"Roadmap Planning, User Research, Scrum",3.3,MBA in Technology Management,Certified Scrum Product Owner,8.22,13.98,credible,Company Website
AI/ML Engineer,"Computer Vision, PyTorch, Reinforcement Learning",8.1,BS in AI & ML,Google Professional ML Engineer,5.9,8.94,credible,Indeed
Frontend Developer,"Angular, CSS, JavaScript",8.2,BS in Web Development,NA,8.71,14.41,credible,Glassdoor
System Administrator,"Networking, Windows Server, Bash Scripting",4.1,BS in IT Administration,Red Hat Certified Engineer,7.44,11.96,credible,Indeed
Full Stack Developer,"Express, React, Django",7.2,MS in Full Stack Development,NA,6.37,6.99,credible,Glassdoor
Business Analyst,"Tableau, SQL, Excel",10.6,MBA in Data Analytics,Certified Business Analysis Professional,8.14,16.66,credible,LinkedIn
Business Analyst,"Stakeholder Management, SQL, Data Analysis",1.2,MBA in Data Analytics,Certified Business Analysis Professional,9.37,16.59,credible,Glassdoor
QA Engineer,"Bug Tracking, JUnit, JIRA",6.6,B.Tech in Computer Science,Certified Selenium Tester,8.03,14.73,credible,Indeed
Database Administrator,"MongoDB, Database Optimization, PostgreSQL",3.9,BS in Database Management,Oracle Certified DBA,6.42,8.82,credible,Indeed
Business Analyst,"Excel, Data Analysis, Tableau",0.0,MBA in Data Analytics,Certified Business Analysis Professional,9.29,15.87,credible,Glassdoor
QA Engineer,"Bug Tracking, Selenium, JUnit",6.6,MS in Software Testing,ISTQB,7.5,13.14,credible,Indeed
Cybersecurity Analyst,"Network Security, Penetration Testing, Ethical Hacking",2.3,BS in Cybersecurity,CEH,8.22,13.58,credible,LinkedIn
Cloud Engineer,"Terraform, AWS, Google Cloud",2.0,B.Tech in Computer Science,Azure Fundamentals,5.5,5.3,credible,Company Website
Data Scientist,"R, Deep Learning, Python",2.1,BS in Data Science,TensorFlow Developer,6.87,9.45,credible,Glassdoor
Backend Developer,"Flask, Django, GraphQL",8.5,B.Tech in Software Engineering,NA,9.11,15.73,credible,LinkedIn
System Administrator,"Linux, Firewall, Bash Scripting",2.6,BS in IT Administration,Red Hat Certified Engineer,6.77,9.35,credible,Glassdoor
Embedded Software Engineer,"RTOS, C++, C",5.0,MS in IoT,ARM Certified Embedded Developer,5.96,7.88,credible,Indeed
Data Scientist,"Machine Learning, Statistics, Deep Learning",2.5,MS in Artificial Intelligence,AWS Machine Learning,5.61,5.83,credible,LinkedIn
AI/ML Engineer,"PyTorch, Reinforcement Learning, NLP",7.9,BS in AI & ML,Google Professional ML Engineer,7.93,14.95,credible,Company Website
Full Stack Developer,"React, Django, MongoDB",7.9,MS in Full Stack Development,NA,6.91,8.89,credible,Company Website
Business Analyst,"Excel, SQL, Data Analysis",3.4,BBA in Business Analytics,Certified Business Analysis Professional,8.32,14.32,credible,Indeed
Cloud Engineer,"Terraform, Google Cloud, Azure",6.3,B.Tech in Computer Science,AWS Solutions Architect,7.1,11.82,credible,Indeed
Data Scientist,"R, Deep Learning, Machine Learning",4.4,PhD in Machine Learning,TensorFlow Developer,7.22,11.42,credible,Indeed
Full Stack Developer,"Node.js, Django, Express",3.9,B.Tech in Computer Applications,NA,9.93,16.35,credible,LinkedIn
System Administrator,"Networking, Windows Server, Linux",4.6,MS in Systems Engineering,Red Hat Certified Engineer,6.91,10.57,credible,Glassdoor
Cloud Engineer,"AWS, Azure, Terraform",8.0,MS in Cloud Computing,AWS Solutions Architect,5.47,7.61,credible,LinkedIn
Product Manager,"Agile, JIRA, Scrum",2.3,MBA in Technology Management,Certified Scrum Product Owner,8.81,15.35,credible,LinkedIn
AI/ML Engineer,"NLP, TensorFlow, Reinforcement Learning",7.0,PhD in AI,Google Professional ML Engineer,9.03,17.89,credible,Glassdoor
Software Engineer,"Data Structures, Algorithms, C++",3.2,B.Tech in Computer Science,NA,8.1,10.58,credible,Glassdoor
QA Engineer,"JIRA, Bug Tracking, JUnit",5.2,B.Tech in Computer Science,ISTQB,7.47,12.49,credible,Indeed
Cloud Engineer,"Terraform, DevOps, Azure",6.2,MS in Cloud Computing,AWS Solutions Architect,6.05,8.63,credible,Glassdoor
DevOps Engineer,"Docker, AWS, CI/CD",2.0,MS in Cloud Computing,Docker Certified Associate,5.54,5.42,credible,Glassdoor
Frontend Developer,"Vue.js, JavaScript, CSS",5.0,MS in UI/UX Design,NA,9.65,15.95,credible,Company Website
Cybersecurity Analyst,"SIEM, Penetration Testing, SOC",0.6,MS in Information Security,CISSP,8.52,13.8,credible,Company Website
Software Engineer,"Algorithms, Data Structures, C++",12.6,M.Tech in Computer Science,NA,6.39,9.21,credible,LinkedIn
Business Analyst,"Data Analysis, SQL, Tableau",1.7,BBA in Business Analytics,Certified Business Analysis Professional,8.37,13.79,credible,Company Website
Product Manager,"User Research, Agile, Roadmap Planning",5.2,MBA in Technology Management,Certified Scrum Product Owner,9.98,20.02,credible,Indeed
Business Analyst,"SQL, Data Analysis, Stakeholder Management",10.5,MBA in Data Analytics,Certified Business Analysis Professional,7.23,13.89,credible,Company Website
Cybersecurity Analyst,"SIEM, Network Security, Penetration Testing",6.7,BS in Cybersecurity,CEH,7.9,14.38,credible,LinkedIn
QA Engineer,"JUnit, Test Automation, JIRA",9.0,B.Tech in Computer Science,Certified Selenium Tester,8.78,17.94,credible,Indeed
Backend Developer,"Flask, Spring Boot, Node.js",4.4,B.Tech in Software Engineering,NA,7.71,9.89,credible,Glassdoor
Full Stack Developer,"React, Express, Node.js",4.1,MS in Full Stack Development,NA,10.0,16.64,credible,Glassdoor
AI/ML Engineer,"Reinforcement Learning, Computer Vision, NLP",3.8,BS in AI & ML,Deep Learning Specialization,6.81,9.95,credible,Glassdoor
Software Engineer,"C++, Algorithms, Data Structures",2.0,M.Tech in Computer Science,NA,8.26,10.58,credible,Glassdoor
Business Analyst,"Stakeholder Management, Tableau, Excel",6.4,BBA in Business Analytics,Certified Business Analysis Professional,6.6,10.36,credible,Indeed
DevOps Engineer,"Kubernetes, Docker, AWS",3.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.43,17.49,credible,Indeed
QA Engineer,"Bug Tracking, JUnit, Test Automation",0.0,B.Tech in Computer Science,Certified Selenium Tester,7.99,11.97,credible,Glassdoor
Business Analyst,"SQL, Data Analysis, Tableau",1.4,MBA in Data Analytics,Certified Business Analysis Professional,7.89,12.23,credible,Indeed
Frontend Developer,"Vue.js, JavaScript, CSS",8.0,BS in Web Development,NA,7.57,10.91,credible,Company Website
Full Stack Developer,"React, Express, MongoDB",11.7,B.Tech in Computer Applications,NA,8.06,13.86,credible,Indeed
Full Stack Developer,"MongoDB, Node.js, React",0.0,B.Tech in Computer Applications,NA,8.89,11.67,credible,Indeed
Data Scientist,"Deep Learning, R, Statistics",4.9,PhD in Machine Learning,AWS Machine Learning,7.31,11.89,credible,Indeed
Business Analyst,"SQL, Data Analysis, Stakeholder Management",4.6,BBA in Business Analytics,Certified Business Analysis Professional,6.92,10.6,credible,Glassdoor
QA Engineer,"Test Automation, Bug Tracking, Selenium",5.6,B.Tech in Computer Science,Certified Selenium Tester,6.32,9.2,credible,Company Website
Cloud Engineer,"Google Cloud, DevOps, Azure",4.6,B.Tech in Computer Science,Azure Fundamentals,6.43,9.13,credible,LinkedIn
Backend Developer,"GraphQL, Node.js, Django",2.3,B.Tech in Software Engineering,NA,8.85,12.47,credible,Company Website
QA Engineer,"Selenium, Test Automation, JUnit",3.8,B.Tech in Computer Science,ISTQB,8.64,15.44,credible,LinkedIn
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",1.5,BS in Cybersecurity,CompTIA Security+,8.23,13.29,credible,Company Website
Database Administrator,"PostgreSQL, SQL, MySQL",8.6,BS in Database Management,Oracle Certified DBA,7.58,14.18,credible,Indeed
Embedded Software Engineer,"Microcontrollers, IoT, C",4.9,MS in IoT,ARM Certified Embedded Developer,6.86,10.54,credible,Glassdoor
Frontend Developer,"React, Angular, CSS",5.1,MS in UI/UX Design,NA,8.97,13.95,credible,LinkedIn
Product Manager,"Scrum, User Research, Agile",6.0,BBA in Product Management,Certified Scrum Product Owner,7.01,11.43,credible,Indeed
Business Analyst,"Tableau, Excel, SQL",4.0,MBA in Data Analytics,Certified Business Analysis Professional,7.36,11.68,credible,Glassdoor
Frontend Developer,"React, Angular, JavaScript",6.3,BS in Web Development,NA,8.67,13.53,credible,Glassdoor
Frontend Developer,"React, JavaScript, CSS",7.5,MS in UI/UX Design,NA,5.98,5.94,credible,Indeed
Cloud Engineer,"DevOps, Google Cloud, Terraform",8.6,B.Tech in Computer Science,Azure Fundamentals,6.72,11.6,credible,LinkedIn
Embedded Software Engineer,"IoT, Microcontrollers, RTOS",3.9,MS in IoT,ARM Certified Embedded Developer,5.0,4.56,credible,LinkedIn
Database Administrator,"MySQL, MongoDB, Database Optimization",4.3,MS in Data Engineering,Oracle Certified DBA,6.55,9.37,credible,Glassdoor
Full Stack Developer,"Django, Express, MongoDB",0.0,MS in Full Stack Development,NA,5.07,0.21,credible,LinkedIn
Business Analyst,"Excel, Tableau, Stakeholder Management",6.9,MBA in Data Analytics,Certified Business Analysis Professional,7.92,14.52,credible,LinkedIn
Cloud Engineer,"DevOps, Azure, AWS",2.7,MS in Cloud Computing,AWS Solutions Architect,7.56,11.76,credible,Indeed
Software Engineer,"C++, Java, Python",3.5,B.Tech in Computer Science,NA,7.48,8.84,credible,Indeed
Data Scientist,"R, Python, Deep Learning",1.5,MS in Artificial Intelligence,AWS Machine Learning,6.01,6.63,credible,Glassdoor
Cybersecurity Analyst,"Penetration Testing, SOC, SIEM",4.0,MS in Information Security,CISSP,8.57,15.31,credible,Glassdoor
